Accession,110714_yeast_ups1_2fmol_r1,110714_yeast_ups1_2fmol_r2,110714_yeast_ups1_2fmol_r3,110714_yeast_ups1_4fmol_r2,110714_yeast_ups1_4fmol_r3,110714_yeast_ups1_4fmol_r4,110616_yeast_ups_10fmol,110616_yeast_ups_10fmol_r2,110616_yeast_ups_10fmol_r3,110618_yeast_ups_25fmol_r1,110618_yeast_ups_25fmol_r2,110618_yeast_ups_25fmol_r3,110618_yeast_ups_50fmol_r1,110618_yeast_ups_50fmol_r2,110618_yeast_ups_50fmol_r3
P31383,"215719,3479","187883,5964","179177,0698","260778,3967","295709,5827","223764,1264","93766,05781","74419,90682","60179,43006","83375,76158","67879,01258","86794,64085","82470,79318","54596,19805","72206,24881"
P32473,"699045,3703","667651,6148","574862,2919","765489,3166","893845,3408","713646,1364","371736,3275","242945,8494","236481,8753","292507,5794","232655,849","304626,7799","278236,3158","191309,8881","249998,7849"
P32590,"152388,1093","129854,6878","109199,0123","149935,2701","181950,0016","130680,9432","92626,87154","59346,59379","48869,80073","53027,31824","42154,59769","74745,71729","67408,876","40416,16551","58619,26961"
P32614,"76746,49029","63645,47891","62977,0182","83132,83215","99566,49009","75194,49231","35913,25849","28186,72657","14485,53811","24002,08017","19927,55952","30936,31544","29749,63666","22295,8107","26968,40686"
P32799,"600598,3509","552736,4026","462485,4885","628643,7208","713233,7438","558727,9065","348685,4472","271643,0142","164522,5025","266786,8669","212054,6387","288270,3509","244161,4758","185547,0277","227894,1877"
P36046,"207234,2414","206100,2937","169152,607","221260,7434","232276,4268","208859,1567","82942,80205","64342,0283","58496,80382","68445,42023","47515,04577","53069,77719","45363,98981","40424,50904","48472,66117"
P38061,"1531752,346","1382271,241","1270380,921","1611035,568","1751663,305","1427277,366","1024751,262","617104,8933","595320,2099","474871,7241","335912,7304","460295,4239","421256,507","403707,6857","368394,2176"
P38234,"112728,5508","107060,6571","86134,17028","130840,8002","144814,4097","109995,7167","59084,79007","48410,02686","31989,21548","41423,61021","33439,40949","41848,56435","33690,88096","29011,68203","34228,50713"
P38264,"254746,142","226915,6489","219237,1202","324761,6882","333636,1132","268325,5855","132559,9771","76606,93477","50609,70545","67294,5928","49001,77406","76778,67997","64102,28402","45913,01613","65653,18819"
P38625,"80493,88752","71386,50858","58665,87431","77516,57435","99891,82891","78940,52834","46564,46931","31623,96749","25558,66274","30516,99725","26123,79749","36108,9767","29077,56627","22308,74046","26272,35059"
P38795,"97763,30849","101974,627","78281,73181","127887,5878","183215,5821","145000,9701","46835,92958","35700,96957","25670,15494","36485,76243","26385,2898","37827,51353","37882,55209","22019,64697","30988,90175"
P38886,"334267,4579","328461,5786","276500,0986","397447,6559","436205,8996","351044,9015","147761,6206","102456,1465","75943,36313","143178,0361","109655,0243","157391,308","183733,282","113828,4543","157375,7886"
P38910,"1602916,885","1287924,871","1158687,227","1754333,835","1866515,831","1750580,018","991899,4392","641723,3265","562657,7612","731660,9286","673902,0191","1075111,579","1126841,422","733010,0311","864695,6174"
P39935,"60031,78284","51872,76354","41913,2229","60829,94699","63017,55673","51432,28818","23993,17519","21837,37813","20411,91283","18862,98681","12299,55963","16102,17715","13165,65453","11784,24236","15440,5525"
P40016,"973444,2291","875050,4949","726038,4589","994105,648","1101034,335","967330,9784","563720,6054","252810,0395","268604,2792","254617,0132","175261,5341","241703,1719","246111,3576","222624,2254","256220,7702"
P40053,"83823,58269","80138,63297","64618,9175","96772,18119","97838,31101","71573,50198","36326,0459","23984,38545","20325,20931","25728,97678","20688,46824","30540,38189","27555,02858","15926,95571","28292,47075"
P40185,"2999436,11","2653672,85","2384543,576","3117949,1","3648994,842","2614957,04","1564637,544","1043110,403","800708,0294","1081125,698","905716,8456","1193889,385","1004204,016","707077,379","926238,6596"
P40471,"110534,7014","102988,1075","83545,80338","120583,5677","149801,4054","113810,7004","86402,15258","35353,68367","18027,96867","37088,77213","35199,08255","51328,0112","46891,57009","28771,92531","38000,8698"
P41807,"191928,3828","155440,6319","159140,1077","213563,8442","222063,6772","173730,62","256723,5742","119953,1337","85240,70677","156160,0029","115556,0497","222014,7321","240909,7847","128799,3329","184332,1826"
P41811,"74920,82394","69469,61803","59483,36403","83274,52501","105804,4354","84580,90302","42571,52635","25052,81212","13390,78218","28093,10302","27519,10644","35695,14327","37504,90096","25795,40434","27938,90872"
P41940,"559700,2014","452394,6985","403699,5432","494802,2208","592319,2543","455909,1915","319179,1474","200036,8492","173964,0401","190420,8875","154582,754","224137,4053","186732,3887","129084,1062","181580,5246"
P49089,"283206,3275","268285,776","323372,531","390520,4974","421239,9463","405693,8246","170598,003","125872,1986","139986,782","146465,66","94889,17974","127031,8694","113638,4038","78609,91075","113566,2815"
P49631,"803629,132","705880,4298","588799,1324","840565,3222","858494,8918","797663,6992","522565,2163","284671,9287","232086,814","319290,5942","246535,0864","316820,028","302636,9016","194455,0115","293243,4788"
P51965ups,"102650,777","78213,93962","61012,57313","104553,0146","105396,2245","142826,8165","130962,3972","93090,84635","80267,31954","258832,0609","231402,5494","339685,9782","494491,9331","307872,5928","339394,941"
P53549,"142646,6252","127249,0164","107415,0825","153456,3604","166152,3026","147246,1727","87794,81025","52231,03315","45310,3796","58341,5467","48251,06563","73476,03275","85043,58589","52879,04424","64527,01937"
P53731,"21333,58913","39328,54693","26431,30213","35374,73464","34851,18021","35051,72702","13378,96375","8724,00539","9458,307133","11974,12339","7871,559346","8145,935093","10332,28369","4981,950178","8268,110002"
P63279ups,"359949,974","354500,4836","329400,3611","540130,5578","452394,3196","759206,4665","770838,8485","585709,9152","591018,6197","1643657,43","1324279,341","1781564,124","2424644,018","1700236,021","1569502,373"
Q02776,"107051,9573","100928,0435","93064,48969","113427,6682","139556,7898","93266,256","70080,02967","45622,74","27955,84055","41236,20438","39837,80254","54281,38849","45816,64811","32507,57768","39878,41075"
Q03161,"317409,3519","265247,3405","223231,2956","308692,5812","353202,5206","283966,9039","146348,3736","101362,4241","71604,39445","109973,6309","88298,69341","132642,0284","116800,0822","78086,88607","112085,249"
Q03558,"482205,9738","444621,4983","359616,6174","515980,9946","559804,6588","514177,1565","275838,1388","193965,6333","179422,9205","191467,4431","163102,913","240510,8078","252720,153","154351,5151","179108,5544"
Q04013,"77967,81232","65416,18257","55113,81549","87318,36617","99944,58187","79242,80299","43058,26073","30116,35849","26234,39197","50768,65296","39830,59742","51829,59116","75635,12055","35687,63556","43537,10273"
Q06103,"297924,5213","239738,4558","214674,8015","309659,5281","317813,5872","280479,5903","121380,9293","86752,49142","69006,3879","99486,06519","66023,10482","85315,46203","86057,70376","60907,94507","75910,42328"
Q12074,"439130,2224","394239,9441","374577,8369","477371,5367","554221,3411","406526,164","245212,8228","180089,4641","146156,3719","191724,2873","157113,8448","203563,2981","190288,4793","148879,589","198328,6595"
B3LLZ8,"108302,4131","93598,39847","92452,46992","126837,4206","148999,9788","107588,0275","56478,9569","33964,57675","24952,49437","35189,03607","29300,77796","44419,7518","64324,02409","50930,73071","59783,18559"
P00359,"1371889,42","1148539,769","937984,545","1539275,283","1537900,031","1309041,231","722106,6015","474099,8126","254886,0108","480578,8821","357104,0127","524754,7522","524412,1374","364702,2301","467700,6076"
P00899,"98922,13365","92376,37426","76839,97852","109512,7492","124336,5612","103832,494","37558,21092","28268,78008","24583,16215","28960,19302","23213,52568","30235,7161","29851,98222","20122,01967","27986,0323"
P00958,"46632,56577","38108,29238","29135,80018","48127,65028","54670,63777","45981,08047","14090,81944","21592,83334","37501,54225","76867,19164","67744,05274","91506,77055","151066,0583","94735,19203","110546,5877"
P01120,"283115,5873","239051,6518","214979,7572","296741,2371","356883,2712","269409,9121","97846,57967","78166,18704","52939,52614","75449,29405","64965,35763","84750,82271","65775,9212","53673,35155","65632,95359"
P02829,"943871,2399","832652,3682","688168,4332","990426,3501","1055223,725","1018036,131","448263,3025","340396,6383","242133,3734","298058,6798","209622,1762","281040,2514","277197,2728","217570,8567","250904,1591"
P04076,"94467,77789","81309,39896","69823,5664","101768,7428","102862,5673","98893,47261","39260,84472","30247,86193","21644,45448","31514,80753","25663,76989","38516,53525","31526,89873","23447,60859","29772,02575"
P08067,"795908,6923","744347,6566","674313,5184","867382,5221","1002635,687","765125,1423","532569,744","334879,4621","256938,7026","300809,8995","267029,6439","426776,5756","309852,7236","247337,3549","302541,2637"
P08524,"855580,2332","869986,8822","750081,8195","963561,9618","1088832,956","877082,1421","407870,2687","376560,1643","283997,6758","382563,329","313505,9585","369196,9674","341497,1732","274337,8327","306626,789"
P09064,"182591,6087","184676,3847","147044,6726","204965,4221","203801,9588","153716,6628","124640,3738","80380,22462","48007,84332","76678,82065","60258,84789","111714,3595","76531,82659","50894,97327","64407,29314"
P09435,"156796,8592","129159,3941","118029,5094","169929,4694","183390,8758","136871,4149","84328,36283","39863,22115","36552,58109","54558,4552","47368,29773","88894,64079","84133,41684","43271,7364","63075,32003"
P10507,"109979,9079","93313,77574","77129,14947","112123,2804","124462,8686","101852,3124","53942,44629","36486,86052","35189,54905","44196,53866","39028,75805","42401,88188","33503,98509","31573,84644","37323,18921"
P11914,"146834,9052","139699,5241","114804,0573","172530,4339","185125,387","148266,9194","73690,04895","47014,09274","34489,08075","50227,29136","37353,20172","53555,17593","52372,68023","36732,58402","46870,97481"
P11986,"630978,2277","554639,1478","462040,9302","628743,3468","708063,7517","591897,9739","330859,1569","204384,8918","193107,2157","200903,0925","148864,9996","180721,3435","165321,2869","137163,1586","140992,9323"
P12385,"124648,9442","101989,462","89499,21819","123827,394","152624,4807","101328,0645","59969,52753","44305,0716","30552,59414","43965,80916","36195,05545","52896,28268","42029,50438","29765,42504","41305,57469"
P12945,"164981,8289","176913,1838","137551,9927","184383,0268","218232,6377","164939,8962","99623,34945","76052,23285","38930,02979","71159,65944","62018,05038","94050,71782","89204,66894","63331,51131","74971,56941"
P14065,"140174,0086","100989,7886","90244,3992","137593,5239","143428,6413","127562,6957","56884,62555","38075,4599","30296,35671","41793,20864","37685,13485","57002,6618","66717,17042","45578,97717","64402,30407"
P14120,"337771,6567","267270,1222","243155,4216","363497,9528","418464,9711","359241,8003","275303,0851","146957,1312","80686,10747","169812,4929","174570,9643","294104,4506","280039,0588","167156,047","210172,4493"
P15180,"112396,0749","102906,5853","86527,12725","117759,4385","133604,7082","109038,9987","74882,92642","55286,86363","54468,22368","48614,25266","41333,57353","46391,17927","40314,41869","33528,65116","38948,60152"
P15496,"131733,6798","139308,466","131938,7294","177459,3374","183566,9415","152439,4908","65015,43275","52066,63194","50283,98653","61653,51295","57943,80315","64855,40389","61482,82031","45951,67922","49178,58436"
P17649,"215260,0789","188576,2036","177869,4576","246255,2346","269877,949","203680,7736","100902,1586","71509,2186","59663,61649","87326,78005","64982,80982","85445,261","93370,12873","66062,8795","92604,87457"
P22141,"239905,4578","190891,4887","159839,7268","256800,027","275028,8396","228608,7887","95127,36722","64280,8742","65716,97945","73124,62881","48544,02263","64413,74158","58020,36451","42693,36364","55362,50184"
P23724,"320461,5719","274344,9871","233482,8385","320060,3005","369259,5706","307617,1073","167046,3053","117379,2759","113222,0489","152436,8501","114288,0031","144726,0203","145651,6141","106450,7267","135694,3084"
P25373,"320492,3166","295047,1846","229193,8277","349965,9175","373201,2265","298518,979","172042,7195","93330,90723","93111,16803","135415,8753","100974,5162","158861,6618","171186,4075","109543,479","140605,5792"
P29547,"319283,4687","284040,4615","227433,6626","348094,9143","353673,4179","374684,2282","159061,194","107051,2001","104355,4971","114465,1983","71912,52688","91445,83105","92003,0683","66472,37899","81971,55847"
P30624,"46030,36825","39391,23156","38070,08047","48899,99442","65469,34155","39030,53621","29993,83837","15333,63698","8838,720934","14116,80363","15038,65411","22902,42135","18619,62023","13469,76218","21080,61756"
P32379,"152288,1456","165256,4811","128352,7317","176766,4122","192688,592","185422,2587","118450,3847","92547,90394","103055,2105","102979,5687","84130,81879","98100,76479","130271,8713","82251,67641","85774,20152"
P32558,"26921,11912","21995,9825","21669,86528","34053,69257","32055,375","28670,40831","12825,31229","7558,243319","6517,51097","10789,77379","8702,217501","15188,62876","20466,46923","12985,97466","15075,27629"
P32573,"155963,22","145396,6857","124645,8355","183689,0333","192835,64","155014,9635","75401,82206","48947,33213","49026,74121","69549,59626","57551,00677","76586,40257","80084,19323","50699,67466","62865,56347"
P32598,"215647,3441","181436,6085","159064,1379","238621,3818","245370,2852","208235,1591","104901,8393","66516,42884","52146,54325","92755,20214","86556,84823","119485,551","138907,9653","73939,81407","82649,98626"
P32628,"244741,6491","226152,5664","200494,981","256305,5686","320207,117","231545,9579","93859,23706","61532,70068","71671,48194","92288,24284","66848,62152","74799,91434","66932,45819","55165,54429","70674,40604"
